REF_AREA_ID,FINAL_REF_AREA_NAME,CATEGORY,SEX_ID,SEX_NAME,AGE_ID,AGE_NAME,URBANISATION_ID,URBANISATION_NAME,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,GROWTH_RATE_10YR,GROWTH_RATE_10YR2
KHM,Cambodia,Male 15 to 64 years old,M,Male,Y15T64,15 to 64 years old,_T,Total,1464722,1494421,1525044,1557369,1593142,1631278,1668713,1705550,1742564,1780481,1765497,1724234,1721194,1728961,1736095,1646940,1497139,1437574,1427075,1461800,1501485,1538849,1610825,1679060,1736449,1786850,1859184,1947178,2016843,2079971,2155441,2227347,2358253,2529623,2639508,2715762,2806946,2906436,3058211,3218903,3339527,3462973,3589124,3716941,3844367,3970863,4097840,4224810,4346511,4455337,4552710,4641113,4716968,4791616,4869848,4943263,5015846,5088814,5157140,5220130,5287538,5359606,5426449,5491198,14.60%,1.19%
KHM,Cambodia,Male 65 years old and over,M,Male,Y_GE65,65 years old and over,_T,Total,66030,67902,69854,71936,74126,76399,78781,81247,83738,86260,87989,88879,89812,90776,91652,82169,69612,67302,67812,68789,70772,73125,75549,78097,80792,83616,86603,89859,93327,96842,100447,104188,108182,112494,116943,121432,125920,130424,135025,139701,144437,149303,154302,159430,164931,170721,176577,182592,188862,195523,202494,209749,217504,226103,236446,248552,261920,277015,294228,313898,335894,358848,383348,412283,82.34%,7.55%
KHM,Cambodia,Total Male,M_T,Male,_T,All age ranges or no breakdown by age,_T,Total,2765763,2826456,2887559,2948933,3011363,3075159,3138321,3200620,3262427,3324135,3328633,3305067,3323742,3351162,3366403,3223398,2958874,2811653,2762829,2796245,2864782,2946970,3073843,3204343,3329805,3450448,3596108,3761124,3913102,4069201,4249932,4435706,4693520,4994432,5208877,5353490,5487409,5614524,5730750,5843626,5956510,6069095,6183561,6299051,6416257,6534657,6653611,6775426,6893678,7001368,7104881,7209608,7315560,7421511,7526346,7629132,7731897,7834347,7930999,8021264,8115527,8212068,8299527,8384561,12.98%,1.02%
KHM,Cambodia,Total 15 Years Old Below,_T,Total,Y0T14,under 15 years old,_T,Total,2454759,2512734,2569309,2622302,2670197,2715998,2761607,2806456,2849850,2891145,2925327,2957574,2997719,3033786,3047455,2959597,2767950,2610515,2533110,2525147,2574356,2654633,2755330,2870534,2997133,3128001,3264705,3408108,3561485,3735855,3934596,4150864,4392967,4639849,4837512,4963571,5038925,5084387,5000919,4893632,4869765,4839432,4807233,4773120,4741685,4712916,4683339,4658686,4635175,4615104,4609819,4623794,4663378,4703917,4732420,4762926,4792943,4818463,4837526,4849867,4857658,4860473,4854064,4839058,2.87%,-0.31%
KHM,Cambodia,Total 15 to 64 years old,_T,Total,Y15T64,15 to 64 years old,_T,Total,2937791,2998566,3061746,3128856,3203108,3281937,3359325,3435948,3513369,3592694,3582079,3533249,3558601,3604115,3647255,3567110,3362802,3257365,3253038,3347187,3438845,3517282,3664795,3804601,3922408,4025935,4166423,4328938,4461057,4578922,4710866,4833727,5040679,5308856,5493539,5640129,5817240,6010002,6319971,6645856,6877901,7115410,7358391,7605028,7850711,8094493,8339771,8585443,8821310,9035347,9229566,9406090,9558034,9706910,9861420,10005482,10147460,10289375,10422129,10544941,10674662,10810814,10940260,11069280,14.04%,1.18%
KHM,Cambodia,Total 65 years old and over,_T,Total,Y_GE65,65 years old and over,_T,Total,149126,153354,157799,162522,167542,172791,178298,184041,189890,195870,201119,205501,209969,214459,218698,201215,176370,172317,175046,179474,185758,192556,199574,206827,214359,222154,230188,238551,247239,256151,265347,274771,284569,294844,305303,315827,326447,337180,348187,359517,371175,383350,396155,409562,423975,439174,454670,470662,487403,505288,524147,544002,565228,588855,616978,649116,684181,722852,765583,812938,864539,917736,973517,1036487,76.02%,6.47%
KHM,Cambodia,Total Rural,RUR_T,Total,_T,All age ranges or no breakdown by age,RUR,Rural area,4971715,5081591,5190692,5292921,5396772,5502437,5606315,5648974,5682135,5705873,5637174,5442973,5290020,5121248,4904717,6426713,6003119,5726952,5628678,5688760,5585386,5553511,5757086,5964941,6161834,6348527,6570192,6814430,7038989,7267204,7525534,7788327,8140560,8544452,8833917,9029249,9205191,9367028,9527218,9701260,9866433,10030580,10197652,10366101,10536102,10706683,10877511,11052339,11214930,11334501,11448597,11562483,11675975,11787501,11895011,11996683,12096240,12192797,12277255,12349492,12423573,12496843,12556766,12612034,6.99%,0.44%
KHM,Cambodia,Total Urban,URB_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,569961,583063,598162,620759,644075,668290,692915,777471,870974,973835,1071351,1253351,1476269,1731112,2008691,301209,304003,313245,332515,363048,613573,810961,862613,917021,972065,1027563,1091125,1161167,1230791,1303724,1385274,1471035,1577655,1699098,1802436,1890279,1977421,2064541,2141859,2197746,2252408,2307612,2364127,2421609,2480269,2539900,2600268,2662452,2728958,2821239,2914935,3011402,3110665,3212182,3315806,3420840,3528344,3637892,3747983,3858254,3973287,4092180,4211076,4332792,34.89%,2.89%
KHM,Cambodia,Total Population,ALL_T,Total,_T,All age ranges or no breakdown by age,_T,Total,5541676,5664654,5788854,5913680,6040847,6170727,6299230,6426445,6553109,6679708,6708525,6696324,6766289,6852360,6913408,6727922,6307122,6040197,5961193,6051808,6198959,6364472,6619699,6881962,7133899,7376090,7661317,7975597,8269780,8570928,8910808,9259362,9718215,10243550,10636353,10919528,11182612,11431569,11669077,11899006,12118841,12338192,12561779,12787710,13016371,13246583,13477779,13714791,13943888,14155740,14363532,14573885,14786640,14999683,15210817,15417523,15624584,15830689,16025238,16207746,16396860,16589023,16767842,16944826,12.97%,1.06%
CMR,Cameroon,Female 15 Years Old Below,F,Female,Y0T14,under 15 years old,_T,Total,1005860,1031349,1059162,1090284,1125557,1162700,1200399,1239855,1281059,1323872,1368463,1415039,1463220,1512745,1563474,1615278,1668062,1722103,1778289,1836800,1899894,1967595,2033625,2099139,2168627,2241289,2317071,2396170,2477131,2558983,2642077,2725456,2807991,2889263,2968552,3044954,3117238,3185545,3254472,3327452,3402108,3476227,3552412,3633902,3721095,3812397,3907165,4006758,4111484,4221110,4335657,4454071,4575016,4697114,4821805,4951507,5086213,5222054,5354470,5482942,5607908,5729549,5847864,5962631,26.94%,1.96%
CMR,Cameroon,Female 15 to 64 years old,F,Female,Y15T64,15 to 64 years old,_T,Total,1507564,1533751,1560977,1588212,1613666,1639713,1667913,1697253,1728023,1760520,1794829,1831042,1869378,1909873,1952481,1997314,2040232,2081085,2128476,2180253,2250160,2331373,2369518,2396109,2454870,2523850,2595872,2671010,2746670,2823518,2904999,2989321,3076503,3168525,3264601,3364242,3468617,3578159,3690887,3805138,3921797,4043200,4171592,4304038,4438324,4574011,4711389,4855996,5007577,5162447,5320360,5480145,5643599,5814353,6016480,6236523,6443382,6639697,6840394,7055317,7276693,7503302,7736769,7979578,37.24%,3.14%
CMR,Cameroon,Female 65 years old and over,F,Female,Y_GE65,65 years old and over,_T,Total,107995,110778,113651,116607,119608,122676,125827,129055,132384,135826,139362,143014,146807,150701,154655,158663,162654,166603,170730,174999,179728,184707,188586,192252,196825,201710,206640,211657,216747,221848,227035,232248,237495,242792,248021,253186,258319,263432,268549,273679,278802,284001,289382,294832,300147,305161,310049,315125,320450,326025,331897,338009,344190,349912,355087,360764,367113,373593,380649,388593,395859,401546,407381,415387,18.71%,1.97%
CMR,Cameroon,Total Female,F_T,Female,_T,All age ranges or no breakdown by age,_T,Total,2621418,2675878,2733790,2795102,2858830,2925090,2994139,3066162,3141465,3220218,3302654,3389095,3479404,3573319,3670610,3771255,3870947,3969791,4077495,4192051,4329782,4483675,4591728,4687501,4820322,4966849,5119583,5278837,5440548,5604349,5774111,5947026,6121989,6300581,6481175,6662381,6844174,7027135,7213909,7406268,7602707,7803427,8013386,8232772,8459566,8691569,8928603,9177878,9439512,9709582,9987915,10272225,10562805,10861379,11193372,11548794,11896708,12235344,12575513,12926852,13280460,13634397,13992014,14357596,32.19%,2.61%
CMR,Cameroon,Male 15 Years Old Below,M,Male,Y0T14,under 15 years old,_T,Total,992333,1019100,1048548,1081779,1119743,1159123,1198304,1239286,1282061,1326488,1372701,1420860,1470493,1521292,1573162,1626004,1679734,1734592,1791400,1850426,1913955,1982098,2048674,2114599,2184330,2257258,2333363,2412854,2494243,2576508,2659995,2743758,2826800,2908881,2988950,3065963,3138778,3207471,3276772,3350273,3425655,3500680,3577892,3660619,3749241,3841995,3938170,4038992,4144873,4255848,4372075,4492515,4615973,4741196,4869378,5002906,5141972,5282628,5420092,5553725,5683961,5810968,5935093,6055725,27.73%,2.03%
CMR,Cameroon,Male 15 to 64 years old,M,Male,Y15T64,15 to 64 years old,_T,Total,1416112,1416633,1430939,1457432,1481766,1507295,1535801,1565494,1596651,1629571,1664462,1701338,1740347,1781616,1825173,1871090,1915085,1957105,2005794,2058949,2130290,2213156,2253580,2282933,2344553,2416759,2492337,2570731,2649275,2728857,2812818,2899270,2988137,3081603,3179047,3279743,3385021,3495462,3609047,3723849,3840977,3963116,4092681,4226648,4362159,4499073,4637795,4783581,4936191,5091916,5250373,5410492,5574273,5745234,5946969,6165494,6371055,6566893,6766014,6978931,7197467,7420000,7649921,7889836,37.33%,3.14%
CMR,Cameroon,Male 65 years old and over,M,Male,Y_GE65,65 years old and over,_T,Total,87744,88745,90563,93199,95870,98577,101335,104146,107015,109957,112970,116057,119223,122461,125751,129070,132263,135338,138590,141951,145865,150119,153005,155639,159367,163389,167428,171483,175507,179508,183595,187665,191679,195708,199692,203559,207352,211114,214869,218583,222256,226029,230076,234287,238441,242533,246764,251415,256505,261928,267673,273641,279633,285041,289866,295452,301896,308317,315129,322832,329198,333263,337508,344136,20.73%,1.96%
CMR,Cameroon,Total Male,M_T,Male,_T,All age ranges or no breakdown by age,_T,Total,2496189,2524477,2570050,2632409,2697379,2764995,2835441,2908926,2985727,3066015,3150133,3238255,3330064,3425369,3524086,3626163,3727081,3827034,3935784,4051326,4190110,4345373,4455258,4553171,4688249,4837406,4993128,5155068,5319025,5484873,5656408,5830693,6006615,6186192,6367688,6549266,6731150,6914047,7100689,7292705,7488888,7689826,7900648,8121554,8349841,8583601,8822729,9073988,9337569,9609692,9890121,10176648,10469879,10771471,11106213,11463852,11814923,12157838,12501234,12855489,13210626,13564231,13922522,14289697,32.66%,2.64%
CMR,Cameroon,Total 15 Years Old Below,_T,Total,Y0T14,under 15 years old,_T,Total,1998193,2050448,2107710,2172062,2245299,2321823,2398703,2479140,2563120,2650360,2741164,2835899,2933713,3034037,3136636,3241281,3347796,3456695,3569688,3687226,3813849,3949693,4082298,4213738,4352956,4498546,4650435,4809024,4971374,5135491,5302073,5469214,5634791,5798144,5957502,6110917,6256015,6393016,6531245,6677724,6827762,6976906,7130303,7294521,7470337,7654393,7845336,8045749,8256357,8476959,8707732,8946586,9190989,9438310,9691183,9954413,10228185,10504681,10774562,11036667,11291870,11540518,11782957,12018356,27.34%,2.00%
CMR,Cameroon,Total 15 to 64 years old,_T,Total,Y15T64,15 to 64 years old,_T,Total,2923676,2950384,2991917,3045644,3095432,3147009,3203714,3262746,3324674,3390090,3459291,3532380,3609725,3691489,3777654,3868404,3955316,4038189,4134270,4239202,4380449,4544528,4623098,4679042,4799422,4940609,5088209,5241741,5395945,5552375,5717817,5888591,6064640,6250128,6443647,6643985,6853638,7073620,7299935,7528987,7762774,8006316,8264272,8530686,8800483,9073084,9349184,9639577,9943768,10254363,10570734,10890637,11217872,11559587,11963449,12402017,12814437,13206590,13606407,14034248,14474160,14923302,15386690,15869414,37.28%,3.14%
CMR,Cameroon,Total 65 years old and over,_T,Total,Y_GE65,65 years old and over,_T,Total,195739,199523,204214,209805,215477,221254,227162,233200,239399,245783,252332,259071,266030,273162,280407,287732,294916,301940,309320,316950,325593,334826,341590,347892,356191,365099,374068,383140,392254,401356,410630,419913,429173,438500,447713,456745,465671,474545,483419,492262,501058,510030,519458,529119,538588,547694,556813,566539,576956,587952,599570,611649,623823,634953,644953,656216,669008,681910,695778,711425,725057,734808,744889,759523,19.62%,1.96%
CMR,Cameroon,Total Rural,RUR_T,Total,_T,All age ranges or no breakdown by age,RUR,Rural area,4404367,4446928,4505189,4578268,4653047,4729599,4807946,4888219,4970685,5055576,5142871,5196903,5248261,5296327,5339904,5378514,5419066,5499179,5587339,5680429,5800257,5936564,6006023,6054858,6147291,6251977,6358469,6475177,6615954,6755332,6897519,7038954,7178072,7317374,7454267,7587053,7715671,7841217,7966361,8092667,8218580,8344821,8476132,8612515,8750977,8889630,9027795,9172293,9322821,9475331,9629119,9781923,9933947,10086749,10263161,10452804,10627790,10787396,10939982,11094657,11242817,11383170,11519492,11655151,15.55%,1.18%
CMR,Cameroon,Total Urban,URB_T,Total,_T,All age ranges or no breakdown by age,URB,Urban area,713241,753427,798652,849243,903162,960487,1021634,1086868,1156508,1230656,1309916,1430447,1561207,1702361,1854793,2018903,2178962,2297646,2425940,2562948,2719634,2892484,3040963,3185814,3361279,3552277,3754243,3958728,4143619,4333890,4533001,4738765,4950532,5169399,5394595,5624594,5859653,6099964,6348238,6606306,6873014,7148432,7437901,7741811,8058430,8385541,8723538,9079573,9454260,9843943,10248917,10666950,11098737,11546101,12036424,12559842,13083840,13605785,14136765,14687684,15248270,15815458,16395044,16992142,47.17%,3.64%
CMR,Cameroon,Total Population,ALL_T,Total,_T,All age ranges or no breakdown by age,_T,Total,5117608,5200355,5303841,5427511,5556209,5690086,5829580,5975087,6127193,6286232,6452787,6627350,6809468,6998688,7194697,7397417,7598028,7796825,8013279,8243377,8519891,8829048,9046986,9240672,9508570,9804254,10112712,10433905,10759573,11089222,11430520,11777719,12128604,12486773,12848862,13211647,13575324,13941181,14314599,14698973,15091594,15493253,15914033,16354326,16809407,17275171,17751333,18251866,18777081,19319274,19878036,20448873,21032684,21632850,22299585,23012646,23711630,24393181,25076747,25782341,26491087,27198628,27914536,28647293,32.42%,2.63%
CAN,Canada,Female 15 Years Old Below,F,Female,Y0T14,under 15 years old,_T,Total,2953902,3026420,3086134,3136103,3175101,3199768,3213550,3213536,3200670,3175919,3140012,3144943,3095584,3045595,2999281,2955583,2909003,2859565,2805184,2753210,2719073,2699249,2693529,2690647,2688084,2682014,2679758,2695688,2718373,2758115,2794777,2829110,2862526,2887980,2904779,2912901,2916420,2914217,2903463,2887857,2871655,2857884,2844706,2826539,2805825,2780766,2758358,2742563,2737750,2738496,2740888,2745570,2762265,2785393,2812218,2836546,2869257,2894305,2918574,2941097,2950353,2940332,2962955,3016092,8.28%,1.79%
CAN,Canada,Female 15 to 64 years old,F,Female,Y15T64,15 to 64 years old,_T,Total,5189981,5287418,5391274,5508334,5639333,5777704,5931666,6093502,6251673,6399560,6557032,6823693,6977490,7142939,7323437,7508998,7681809,7841383,7985374,8123674,8276184,8411799,8533191,8630503,8718424,8799264,8881255,8984612,9087394,9240554,9362204,9454987,9550522,9648920,9756623,9866748,9981044,10092569,10195126,10304416,10428295,10569731,10714911,10841769,10974587,11111063,11250379,11375176,11502464,11630674,11748486,11831237,11903009,11960897,12012862,12035472,12104438,12186457,12300961,12418384,12484936,12481605,12638400,12944699,8.23%,2.42%
CAN,Canada,Female 65 years old and over,F,Female,Y_GE65,65 years old and over,_T,Total,707088,726971,746051,765236,785992,808782,833576,858989,884911,911051,936322,975442,1001744,1031760,1063331,1098309,1137110,1178232,1220975,1265303,1312924,1357599,1399003,1438110,1481408,1531217,1584744,1641682,1694630,1752864,1806418,1854345,1899849,1941894,1981659,2020147,2058919,2096838,2130942,2161137,2192221,2227196,2261911,2294886,2331046,2370774,2418312,2470539,2529874,2594099,2663398,2741553,2835289,2932758,3028506,3117297,3219190,3326071,3443801,3570225,3697276,3815755,3986493,4207802,43.48%,5.55%
CAN,Canada,Total Female,F_T,Female,_T,All age ranges or no breakdown by age,_T,Total,8850971,9040809,9223459,9409673,9600426,9786254,9978791,10166027,10337254,10486530,10633366,10944078,11074818,11220294,11386049,11562890,11727923,11879181,12011533,12142187,12308181,12468647,12625723,12759260,12887917,13012495,13145756,13321982,13500396,13751532,13963399,14138442,14312897,14478794,14643061,14799796,14956383,15103624,15229531,15353410,15492171,15654811,15821528,15963194,16111457,16262602,16427049,16588278,16770088,16963269,17152771,17318359,17500563,17679048,17853585,17989314,18192885,18406833,18663335,18929706,19132565,19237693,19587848,20168593,14.08%,2.96%
CAN,Canada,Male 15 Years Old Below,M,Male,Y0T14,under 15 years old,_T,Total,3087465,3165203,3227680,3280454,3323305,3351446,3367032,3367135,3353515,3326487,3286353,3290364,3240818,3191680,3145893,3102114,3054708,3004734,2949883,2897250,2863031,2842847,2836824,2833438,2829470,2821217,2817506,2834433,2859529,2902442,2939970,2973939,3009190,3036969,3054925,3063707,3067978,3065769,3052743,3033472,3013985,2998901,2986203,2968258,2947297,2922655,2902198,2888731,2885694,2887338,2889591,2892188,2904808,2922741,2943268,2960591,2989951,3016802,3045279,3071908,3084169,3076086,3102619,3161056,8.15%,1.88%
CAN,Canada,Male 15 to 64 years old,M,Male,Y15T64,15 to 64 years old,_T,Total,5304020,5388263,5478097,5581484,5700315,5829791,5981607,6147975,6311017,6460958,6637993,6936429,7097554,7257770,7435228,7615942,7781163,7931234,8066210,8200461,8354536,8493181,8616248,8714641,8806164,8895070,8989998,9104889,9210217,9360430,9485795,9585968,9675122,9762183,9863058,9965746,10077423,10191675,10294502,10406057,10539834,10692528,10842751,10969385,11101850,11238375,11374208,11490350,11609329,11731755,11844463,11927048,12006934,12074746,12132198,12155938,12226674,12316091,12446843,12581050,12657018,12659327,12823302,13138507,8.81%,2.46%
CAN,Canada,Male 65 years old and over,M,Male,Y_GE65,65 years old and over,_T,Total,666900,676726,684765,692390,700953,710509,720571,730863,742214,754025,766288,791161,805273,822034,840799,862329,886014,910696,935577,961645,989919,1015241,1038147,1059111,1083503,1113333,1147018,1185297,1221605,1262377,1301974,1339071,1374054,1406819,1439619,1473062,1508434,1544880,1578397,1608347,1639740,1674615,1708716,1741624,1778203,1819099,1867736,1921526,1982187,2047707,2119078,2201627,2301089,2404456,2505015,2598655,2701293,2805348,2917162,3035832,3154886,3266758,3425289,3629606,50.95%,5.96%
